"GEOID","NAME","percent_asian","percent_black","percent_white","percent_other","percent_latinx"
"18141003200","Census Tract 32, St. Joseph County, Indiana",0.0151,0.0813,0.8323,0.0713,0.0601
"18141003300","Census Tract 33, St. Joseph County, Indiana",0.0021,0.3215,0.644,0.0323,0.0976
"18141003400","Census Tract 34, St. Joseph County, Indiana",0,0.3959,0.4438,0.1603,0.1796
"18141003500","Census Tract 35, St. Joseph County, Indiana",0,0.1394,0.8313,0.0293,0.0465
"18141010100","Census Tract 101, St. Joseph County, Indiana",0.0094,0.0383,0.9177,0.0347,0.0083
"18141010200","Census Tract 102, St. Joseph County, Indiana",0.0102,0.0773,0.8632,0.0492,0.0341
"18141010300","Census Tract 103, St. Joseph County, Indiana",0.0209,0.0533,0.8491,0.0767,0.0078
"18141010400","Census Tract 104, St. Joseph County, Indiana",0.0045,0.0306,0.9489,0.0161,0.063
"18141010500","Census Tract 105, St. Joseph County, Indiana",0.0101,0.0614,0.864,0.0646,0.0474
"18141010600","Census Tract 106, St. Joseph County, Indiana",0.0189,0.02,0.8571,0.1039,0.0367
"18141010700","Census Tract 107, St. Joseph County, Indiana",0.0231,0.0637,0.8259,0.0873,0.0786
"18141010800","Census Tract 108, St. Joseph County, Indiana",0.0097,0.0024,0.9804,0.0075,0.0099
"18141010900","Census Tract 109, St. Joseph County, Indiana",0.0173,0.0342,0.9209,0.0276,0.0648
"18141011000","Census Tract 110, St. Joseph County, Indiana",0.0219,0.0742,0.8758,0.0281,0.0691
"18141011100","Census Tract 111, St. Joseph County, Indiana",0,0.1535,0.6976,0.149,0.1543
"18141011201","Census Tract 112.01, St. Joseph County, Indiana",0.0911,0.0325,0.852,0.0244,0.0602
"18141011202","Census Tract 112.02, St. Joseph County, Indiana",0.0844,0.035,0.8304,0.0502,0.0926
"18141011301","Census Tract 113.01, St. Joseph County, Indiana",0.0549,0.0958,0.7898,0.0595,0.0584
"18141011302","Census Tract 113.02, St. Joseph County, Indiana",0.0025,0.1316,0.7605,0.1054,0.0263
"18141011303","Census Tract 113.03, St. Joseph County, Indiana",0.0122,0.1178,0.8243,0.0458,0.0218
"18141011304","Census Tract 113.04, St. Joseph County, Indiana",0.0415,0.0661,0.8513,0.0411,0.0229
"18141011305","Census Tract 113.05, St. Joseph County, Indiana",0.0605,0.0332,0.9003,0.006,0.017
"18141011306","Census Tract 113.06, St. Joseph County, Indiana",0.0314,0.0208,0.9295,0.0182,0.0731
"18141011403","Census Tract 114.03, St. Joseph County, Indiana",0.0966,0.0551,0.8325,0.0159,0.0378
"18141011404","Census Tract 114.04, St. Joseph County, Indiana",0.1549,0.0168,0.7936,0.0347,0.0163
"18141011405","Census Tract 114.05, St. Joseph County, Indiana",0.0421,0.0075,0.8809,0.0695,0.0186
"18141011406","Census Tract 114.06, St. Joseph County, Indiana",0.0905,0.0291,0.8593,0.0211,0.0232
"18141011501","Census Tract 115.01, St. Joseph County, Indiana",0.0429,0.2073,0.6866,0.0631,0.101
"18141011503","Census Tract 115.03, St. Joseph County, Indiana",0.0196,0.0196,0.9084,0.0524,0.0429
"18141011504","Census Tract 115.04, St. Joseph County, Indiana",0.0117,0.0111,0.9362,0.041,0.0046
"18141011505","Census Tract 115.05, St. Joseph County, Indiana",0.0894,0.0422,0.7881,0.0803,0.0331
"18141011506","Census Tract 115.06, St. Joseph County, Indiana",0.0094,0.158,0.7569,0.0758,0.066
"18141011601","Census Tract 116.01, St. Joseph County, Indiana",0,0.0113,0.9683,0.0204,0.0141
"18141011602","Census Tract 116.02, St. Joseph County, Indiana",0.0193,0.0117,0.9285,0.0405,0.0575
"18141011701","Census Tract 117.01, St. Joseph County, Indiana",0.002,0.0558,0.8675,0.0747,0.1205
"18141011702","Census Tract 117.02, St. Joseph County, Indiana",0.0023,0.0895,0.8812,0.027,0.062
"18141011801","Census Tract 118.01, St. Joseph County, Indiana",0,0.0256,0.9293,0.0451,0.0226
"18141011802","Census Tract 118.02, St. Joseph County, Indiana",0.0047,0.0648,0.9007,0.0298,0.0577
"18141011900","Census Tract 119, St. Joseph County, Indiana",0.0062,0.0299,0.8767,0.0872,0.1024
"18141012000","Census Tract 120, St. Joseph County, Indiana",0.0029,0.0041,0.9685,0.0246,0.0265
"18141012100","Census Tract 121, St. Joseph County, Indiana",0.0021,0.0021,0.9824,0.0134,0.0239
"18141012200","Census Tract 122, St. Joseph County, Indiana",0.0013,0,0.9872,0.0115,0.0172
"18141012300","Census Tract 123, St. Joseph County, Indiana",0.022,0.0014,0.9266,0.05,0.0212
"18141012400","Census Tract 124, St. Joseph County, Indiana",0,0,0.9897,0.0103,0.0191
"18143966700","Census Tract 9667, Scott County, Indiana",0,0,0.9801,0.0199,0.0062
"18143966800","Census Tract 9668, Scott County, Indiana",0,0,0.9804,0.0196,0.0081
"18143966900","Census Tract 9669, Scott County, Indiana",0,0,0.9854,0.0146,0.0049
"18143967000","Census Tract 9670, Scott County, Indiana",0,0.0011,0.989,0.01,0.0315
"18143967100","Census Tract 9671, Scott County, Indiana",0.0206,0.0074,0.9467,0.0252,0.0505
"18145710100","Census Tract 7101, Shelby County, Indiana",0,0.0236,0.9487,0.0277,0
"18145710200","Census Tract 7102, Shelby County, Indiana",0,5e-04,0.9578,0.0417,0.0107
"18145710300","Census Tract 7103, Shelby County, Indiana",0.0057,0.0053,0.9659,0.0232,0.0238
"18145710400","Census Tract 7104, Shelby County, Indiana",0.0193,0.0172,0.8663,0.0972,0.174
"18145710500","Census Tract 7105, Shelby County, Indiana",0.0153,0.0166,0.9021,0.066,0.1097
"18145710601","Census Tract 7106.01, Shelby County, Indiana",0.0041,0.0109,0.9133,0.0717,0.0761
"18145710602","Census Tract 7106.02, Shelby County, Indiana",0,0.0372,0.9615,0.0013,0.0363
"18145710700","Census Tract 7107, Shelby County, Indiana",0.0111,0.0169,0.9528,0.0192,0.0311
"18145710800","Census Tract 7108, Shelby County, Indiana",0,0.001,0.9949,0.0041,0
"18145710900","Census Tract 7109, Shelby County, Indiana",0,0,0.9775,0.0225,0.0097
"18147952700","Census Tract 9527, Spencer County, Indiana",0.005,0.0034,0.98,0.0116,0.0557
"18147952800","Census Tract 9528, Spencer County, Indiana",0,0.0034,0.979,0.0176,0.0069
"18147952900","Census Tract 9529, Spencer County, Indiana",0,0,0.9776,0.0224,0.0169
"18147953000","Census Tract 9530, Spencer County, Indiana",0.0047,0.0037,0.9853,0.0063,0.0013
"18147953100","Census Tract 9531, Spencer County, Indiana",0.0042,0.0278,0.9372,0.0308,0.0323
"18149953600","Census Tract 9536, Starke County, Indiana",0.0148,0.0569,0.9188,0.0095,0.049
"18149953700","Census Tract 9537, Starke County, Indiana",0,0,0.9674,0.0326,0.0485
"18149953800","Census Tract 9538, Starke County, Indiana",0,0,0.978,0.022,0.0348
"18149953900","Census Tract 9539, Starke County, Indiana",0.0047,0.0047,0.9617,0.029,0.0228
"18149954000","Census Tract 9540, Starke County, Indiana",0.0011,0.0011,0.9934,0.0044,0.0543
"18149954100","Census Tract 9541, Starke County, Indiana",0,0,0.978,0.022,0.033
"18149954200","Census Tract 9542, Starke County, Indiana",5e-04,0.0031,0.99,0.0064,0.0195
"18151970800","Census Tract 9708, Steuben County, Indiana",0.0074,0.0016,0.9588,0.0322,0.059
"18151970900","Census Tract 9709, Steuben County, Indiana",0.0055,0,0.9847,0.0098,0.0144
"18151971000","Census Tract 9710, Steuben County, Indiana",0,0,0.9845,0.0155,0.0828
"18151971100","Census Tract 9711, Steuben County, Indiana",0.0022,0,0.9834,0.0144,0.031
"18151971200","Census Tract 9712, Steuben County, Indiana",0.0039,6e-04,0.9752,0.0203,0.0042
"18151971300","Census Tract 9713, Steuben County, Indiana",0.0081,0.0089,0.9285,0.0544,0.0097
"18151971400","Census Tract 9714, Steuben County, Indiana",0.0073,0.0093,0.9411,0.0423,0.0659
"18151971500","Census Tract 9715, Steuben County, Indiana",0,0.0011,0.9873,0.0116,0.0088
"18151971600","Census Tract 9716, Steuben County, Indiana",0.002,0.0012,0.9766,0.0202,0.0158
"18153050100","Census Tract 501, Sullivan County, Indiana",0,0.003,0.9608,0.0362,0.0152
"18153050200","Census Tract 502, Sullivan County, Indiana",0,0.0194,0.9348,0.0458,0.0365
"18153050300","Census Tract 503, Sullivan County, Indiana",0.0125,0,0.9822,0.0053,0
"18153050400","Census Tract 504, Sullivan County, Indiana",0.0179,0.0164,0.9498,0.0159,0.0118
"18153050500","Census Tract 505, Sullivan County, Indiana",0,0.1822,0.7877,0.0301,0.0336
"18155965700","Census Tract 9657, Switzerland County, Indiana",0,0.0178,0.9651,0.0171,0.013
"18155965800","Census Tract 9658, Switzerland County, Indiana",0,0.0055,0.961,0.0335,0.0377
"18155965900","Census Tract 9659, Switzerland County, Indiana",0.0145,0,0.9678,0.0177,0.0117
"18157000100","Census Tract 1, Tippecanoe County, Indiana",0.0098,0.0401,0.9024,0.0478,0.13
"18157000200","Census Tract 2, Tippecanoe County, Indiana",0,0.0795,0.8689,0.0516,0.1237
"18157000300","Census Tract 3, Tippecanoe County, Indiana",0.0026,0.0439,0.9105,0.0431,0.1374
"18157000400","Census Tract 4, Tippecanoe County, Indiana",0.0245,0.1293,0.8128,0.0333,0.0937
"18157000700","Census Tract 7, Tippecanoe County, Indiana",0.0126,0.0687,0.8231,0.0957,0.163
"18157000800","Census Tract 8, Tippecanoe County, Indiana",0.0046,0.0491,0.8053,0.1411,0.1492
"18157001000","Census Tract 10, Tippecanoe County, Indiana",0.0101,0,0.9705,0.0194,0.0547
"18157001100","Census Tract 11, Tippecanoe County, Indiana",0,0.0997,0.8927,0.0076,0.0201
"18157001200","Census Tract 12, Tippecanoe County, Indiana",0.0023,0.0422,0.8488,0.1068,0.09
"18157001300","Census Tract 13, Tippecanoe County, Indiana",0.0066,0.1108,0.8173,0.0653,0.1804
"18157001400","Census Tract 14, Tippecanoe County, Indiana",0.003,0.0672,0.8766,0.0533,0.2445
"18157001501","Census Tract 15.01, Tippecanoe County, Indiana",0.0159,0.1792,0.7543,0.0506,0.0691
"18157001502","Census Tract 15.02, Tippecanoe County, Indiana",0.0092,0.0655,0.88,0.0453,0.1398
"18157001600","Census Tract 16, Tippecanoe County, Indiana",0.0123,0.0266,0.9467,0.0144,0.0344
"18157001700","Census Tract 17, Tippecanoe County, Indiana",0.0192,0.1912,0.7,0.0896,0.2382
"18157001800","Census Tract 18, Tippecanoe County, Indiana",0.0143,0.0801,0.6635,0.2421,0.2858
"18157001900","Census Tract 19, Tippecanoe County, Indiana",0.0088,0.033,0.9369,0.0213,0.1554
"18157005101","Census Tract 51.01, Tippecanoe County, Indiana",0.4029,0.0467,0.5126,0.0377,0.0426
"18157005102","Census Tract 51.02, Tippecanoe County, Indiana",0.213,0.0099,0.6999,0.0772,0.0669
"18157005200","Census Tract 52, Tippecanoe County, Indiana",0.0971,0.0697,0.7839,0.0493,0.0374
"18157005300","Census Tract 53, Tippecanoe County, Indiana",0.1304,0.0022,0.8328,0.0346,0.0122
"18157005400","Census Tract 54, Tippecanoe County, Indiana",0.203,0.0503,0.7093,0.0374,0.0352
"18157005500","Census Tract 55, Tippecanoe County, Indiana",0.2613,0.014,0.6718,0.053,0.0394
"18157010100","Census Tract 101, Tippecanoe County, Indiana",0.0041,5e-04,0.9809,0.0145,0.0195
"18157010201","Census Tract 102.01, Tippecanoe County, Indiana",0,0.008,0.9703,0.0216,0.0346
"18157010203","Census Tract 102.03, Tippecanoe County, Indiana",0.2153,0.0418,0.7115,0.0314,0.0745
"18157010204","Census Tract 102.04, Tippecanoe County, Indiana",0.1263,0.0441,0.7644,0.0652,0.0766
"18157010300","Census Tract 103, Tippecanoe County, Indiana",0.2896,0.0299,0.6271,0.0534,0.0721
"18157010400","Census Tract 104, Tippecanoe County, Indiana",0.2339,0.0375,0.676,0.0526,0.0593
"18157010500","Census Tract 105, Tippecanoe County, Indiana",0.38,0.0499,0.5185,0.0517,0.0441
"18157010600","Census Tract 106, Tippecanoe County, Indiana",0.0153,0.0144,0.9426,0.0276,0.0607
"18157010700","Census Tract 107, Tippecanoe County, Indiana",0.0134,0.0984,0.7942,0.0939,0.1199
"18157010800","Census Tract 108, Tippecanoe County, Indiana",0.0272,0.03,0.913,0.0298,0.0332
"18157010901","Census Tract 109.01, Tippecanoe County, Indiana",0.0253,0.0434,0.8785,0.0528,0.0378
"18157010902","Census Tract 109.02, Tippecanoe County, Indiana",0,0.0025,0.9716,0.026,0.0338
"18157011000","Census Tract 110, Tippecanoe County, Indiana",0,0,0.9797,0.0203,0.016
"18157011100","Census Tract 111, Tippecanoe County, Indiana",0.043,0.0819,0.8427,0.0324,0.0814
"18159020100","Census Tract 201, Tipton County, Indiana",0,0,0.9535,0.0465,0.0755
"18159020200","Census Tract 202, Tipton County, Indiana",0.009,0.0012,0.9665,0.0233,0.0197
"18159020300","Census Tract 203, Tipton County, Indiana",0.0064,0,0.9748,0.0188,7e-04
"18159020400","Census Tract 204, Tipton County, Indiana",0,0.0019,0.9575,0.0407,0.0252
"18161960700","Census Tract 9607, Union County, Indiana",0.0096,0.001,0.9761,0.0133,0.0176
"18161960800","Census Tract 9608, Union County, Indiana",0.0354,0.0037,0.9609,0,0.0179
"18163000100","Census Tract 1, Vanderburgh County, Indiana",0.0209,0.0789,0.8608,0.0394,0.0097
"18163000201","Census Tract 2.01, Vanderburgh County, Indiana",0.027,0.0532,0.8805,0.0393,0.0227
"18163000202","Census Tract 2.02, Vanderburgh County, Indiana",0.0137,0.0193,0.927,0.04,0.0071
"18163000300","Census Tract 3, Vanderburgh County, Indiana",0.0186,0.0853,0.8541,0.042,0.0096
"18163000400","Census Tract 4, Vanderburgh County, Indiana",0.025,0.011,0.9073,0.0567,0.0148
"18163000500","Census Tract 5, Vanderburgh County, Indiana",0.0185,0.0156,0.9578,0.0081,0.0047
"18163000600","Census Tract 6, Vanderburgh County, Indiana",0.0266,0.0628,0.8285,0.082,0.041
"18163000800","Census Tract 8, Vanderburgh County, Indiana",0.0096,0.2182,0.7157,0.0565,0.0327
"18163000900","Census Tract 9, Vanderburgh County, Indiana",0,0.168,0.7486,0.0833,0.1113
"18163001000","Census Tract 10, Vanderburgh County, Indiana",0.0024,0.2549,0.5565,0.1862,0.075
"18163001100","Census Tract 11, Vanderburgh County, Indiana",0,0.282,0.6374,0.0806,0.0928
"18163001200","Census Tract 12, Vanderburgh County, Indiana",0.0031,0.4236,0.5617,0.0116,0.0312
"18163001300","Census Tract 13, Vanderburgh County, Indiana",0.0021,0.5715,0.2973,0.1291,0.0952
"18163001400","Census Tract 14, Vanderburgh County, Indiana",0.0128,0.2644,0.6438,0.079,0.0296
"18163001500","Census Tract 15, Vanderburgh County, Indiana",0,0.5512,0.3276,0.1212,0.0303
"18163001700","Census Tract 17, Vanderburgh County, Indiana",0,0.1664,0.711,0.1226,0.0269
"18163001800","Census Tract 18, Vanderburgh County, Indiana",0,0.0692,0.9308,0,0
"18163001900","Census Tract 19, Vanderburgh County, Indiana",0,0.1782,0.7576,0.0642,0.0193
"18163002000","Census Tract 20, Vanderburgh County, Indiana",0,0.0856,0.9104,0.004,0
"18163002100","Census Tract 21, Vanderburgh County, Indiana",0,0.0597,0.8937,0.0467,0.026
"18163002300","Census Tract 23, Vanderburgh County, Indiana",0,0.0198,0.9424,0.0378,0.0022
"18163002400","Census Tract 24, Vanderburgh County, Indiana",0.0062,0.0636,0.9148,0.0154,0.0222
"18163002500","Census Tract 25, Vanderburgh County, Indiana",0,0.1123,0.7267,0.161,0.0235
"18163002600","Census Tract 26, Vanderburgh County, Indiana",0,0.1962,0.7843,0.0194,0.0084
"18163002800","Census Tract 28, Vanderburgh County, Indiana",0,0.0433,0.9274,0.0293,0.0056
"18163002900","Census Tract 29, Vanderburgh County, Indiana",0,0.0256,0.9392,0.0352,0.0132
"18163003000","Census Tract 30, Vanderburgh County, Indiana",0,0.0102,0.972,0.0178,0.0074
"18163003100","Census Tract 31, Vanderburgh County, Indiana",0,0.0079,0.9717,0.0204,0.003
"18163003200","Census Tract 32, Vanderburgh County, Indiana",0.0133,0.0591,0.9191,0.0085,0.0133
"18163003300","Census Tract 33, Vanderburgh County, Indiana",0,0.0784,0.8853,0.0364,0.0326
"18163003400","Census Tract 34, Vanderburgh County, Indiana",7e-04,0.0037,0.9904,0.0052,7e-04
"18163003500","Census Tract 35, Vanderburgh County, Indiana",0.0049,0.1318,0.8326,0.0307,0.0094
"18163003600","Census Tract 36, Vanderburgh County, Indiana",0,0.1396,0.7517,0.1087,0.0735
"18163003701","Census Tract 37.01, Vanderburgh County, Indiana",0.0316,0.0943,0.7797,0.0943,0.028
"18163003702","Census Tract 37.02, Vanderburgh County, Indiana",0.0058,0.2791,0.6522,0.0629,0.0721
"18163003801","Census Tract 38.01, Vanderburgh County, Indiana",0.0148,0.1099,0.8545,0.0208,0.0317
"18163003803","Census Tract 38.03, Vanderburgh County, Indiana",0.0094,0.1119,0.8509,0.0279,0.018
"18163003804","Census Tract 38.04, Vanderburgh County, Indiana",0,0.1586,0.8215,0.0199,0.0429
"18163003900","Census Tract 39, Vanderburgh County, Indiana",0.0832,0.0178,0.8488,0.0502,0.0384
"18163010100","Census Tract 101, Vanderburgh County, Indiana",0.0162,0.1485,0.8188,0.0165,0.0204
"18163010201","Census Tract 102.01, Vanderburgh County, Indiana",0.0485,0.0202,0.8864,0.0449,0.0312
"18163010202","Census Tract 102.02, Vanderburgh County, Indiana",0,0.0432,0.9468,0.01,0.0016
"18163010203","Census Tract 102.03, Vanderburgh County, Indiana",0.0022,0.0094,0.9697,0.0187,0.0045
"18163010403","Census Tract 104.03, Vanderburgh County, Indiana",0.0134,0.024,0.9282,0.0344,0.0111
"18163010404","Census Tract 104.04, Vanderburgh County, Indiana",0.0289,4e-04,0.962,0.0087,0.0138
"18163010500","Census Tract 105, Vanderburgh County, Indiana",0.0036,0.0098,0.9779,0.0087,0.0116
"18163010600","Census Tract 106, Vanderburgh County, Indiana",0,0,1,0,0.0036
"18163010700","Census Tract 107, Vanderburgh County, Indiana",0.0117,0.0346,0.9351,0.0186,0.0046
"18163980100","Census Tract 9801, Vanderburgh County, Indiana",0,0,1,0,0
"18165020100","Census Tract 201, Vermillion County, Indiana",0.0063,0.0037,0.969,0.0209,0.0209
"18165020200","Census Tract 202, Vermillion County, Indiana",0,0,0.9751,0.0249,0.0127
"18165020300","Census Tract 203, Vermillion County, Indiana",0,0,0.9979,0.0021,0.0087
"18165020400","Census Tract 204, Vermillion County, Indiana",0.0064,0,0.9799,0.0137,0.0039
"18165020500","Census Tract 205, Vermillion County, Indiana",0,0.0359,0.9539,0.0102,0
"18167000300","Census Tract 3, Vigo County, Indiana",0.0325,0.1453,0.7634,0.0588,0.0163
"18167000400","Census Tract 4, Vigo County, Indiana",0.0161,0.146,0.7843,0.0537,0.0304
"18167000500","Census Tract 5, Vigo County, Indiana",0,0.2429,0.6016,0.1555,0.0335
"18167000600","Census Tract 6, Vigo County, Indiana",0.0386,0.128,0.758,0.0754,0.0304
"18167000700","Census Tract 7, Vigo County, Indiana",0,0.2264,0.6572,0.1164,0.0456
"18167000900","Census Tract 9, Vigo County, Indiana",0.0047,0.1444,0.8115,0.0395,0.0042
"18167001000","Census Tract 10, Vigo County, Indiana",0.0046,0.0382,0.8996,0.0576,0.0073
"18167001100","Census Tract 11, Vigo County, Indiana",0,0.0476,0.9375,0.0149,0.0039
"18167001200","Census Tract 12, Vigo County, Indiana",0,0.0601,0.9266,0.0133,0.0194
"18167001300","Census Tract 13, Vigo County, Indiana",0.0327,0.0569,0.8763,0.0341,0
"18167001400","Census Tract 14, Vigo County, Indiana",0.0033,0.0604,0.8991,0.0372,0
"18167001500","Census Tract 15, Vigo County, Indiana",0.0048,0.0493,0.9292,0.0168,0.0101
"18167001600","Census Tract 16, Vigo County, Indiana",0.0267,0.0324,0.9209,0.02,0.0208
"18167001700","Census Tract 17, Vigo County, Indiana",0.0077,0.0847,0.8195,0.0881,0.0548
"18167001800","Census Tract 18, Vigo County, Indiana",0,0.0368,0.8793,0.0838,0.0102
"18167001900","Census Tract 19, Vigo County, Indiana",0.002,0.0761,0.8512,0.0706,0.0141
"18167010100","Census Tract 101, Vigo County, Indiana",0.0153,0.022,0.9292,0.0334,0.0222
"18167010201","Census Tract 102.01, Vigo County, Indiana",0.002,0.0113,0.9724,0.0143,0.0205
"18167010202","Census Tract 102.02, Vigo County, Indiana",0,0.0123,0.956,0.0317,0
"18167010300","Census Tract 103, Vigo County, Indiana",0.0025,0.0011,0.994,0.0025,0.0011
"18167010400","Census Tract 104, Vigo County, Indiana",0.0022,0,0.9758,0.022,0
"18167010500","Census Tract 105, Vigo County, Indiana",0,0.0289,0.946,0.0251,0.0293
"18167010600","Census Tract 106, Vigo County, Indiana",0.0259,0.0325,0.9176,0.0239,0.0269
"18167010701","Census Tract 107.01, Vigo County, Indiana",0.0516,0.0695,0.815,0.0639,0.0476
"18167010702","Census Tract 107.02, Vigo County, Indiana",0.0336,0.0131,0.9475,0.0058,0.0529
"18167011000","Census Tract 110, Vigo County, Indiana",0.033,0.0102,0.9388,0.018,0.0274
"18167011100","Census Tract 111, Vigo County, Indiana",0.0378,0.1278,0.7763,0.058,0.0459
"18167011200","Census Tract 112, Vigo County, Indiana",0.0351,0.152,0.7475,0.0654,0.0544
"18169102200","Census Tract 1022, Wabash County, Indiana",0,0.0203,0.9217,0.058,0.0797
"18169102300","Census Tract 1023, Wabash County, Indiana",0,0.0241,0.9448,0.0312,0.0179
"18169102400","Census Tract 1024, Wabash County, Indiana",0.0019,0,0.9896,0.0084,0.0019
"18169102500","Census Tract 1025, Wabash County, Indiana",0.0076,0.0132,0.9442,0.035,0.0132
"18169102600","Census Tract 1026, Wabash County, Indiana",0,0.0069,0.9638,0.0293,0.0266
"18169102700","Census Tract 1027, Wabash County, Indiana",0.0063,0.0015,0.9701,0.022,0.017
"18169102800","Census Tract 1028, Wabash County, Indiana",0.0096,0.0062,0.9618,0.0225,0.0142
"18169102900","Census Tract 1029, Wabash County, Indiana",0.0077,0.0065,0.9811,0.0047,0.0062
"18171951000","Census Tract 9510, Warren County, Indiana",0.0051,0.0071,0.9695,0.0183,0.0117
"18171951100","Census Tract 9511, Warren County, Indiana",0,0.004,0.9835,0.0124,0.0259
"18173030100","Census Tract 301, Warrick County, Indiana",0.0071,0,0.9929,0,0
"18173030200","Census Tract 302, Warrick County, Indiana",0,8e-04,0.9679,0.0313,5e-04
"18173030300","Census Tract 303, Warrick County, Indiana",0.0136,0.016,0.9555,0.0149,0.0013
"18173030400","Census Tract 304, Warrick County, Indiana",0,8e-04,0.9826,0.0166,0
"18173030500","Census Tract 305, Warrick County, Indiana",0.0177,0.012,0.9088,0.0615,0.0329
"18173030600","Census Tract 306, Warrick County, Indiana",0,0.0057,0.9792,0.0151,0.0162
"18173030702","Census Tract 307.02, Warrick County, Indiana",0.0476,0.032,0.8983,0.0221,0.0375
"18173030703","Census Tract 307.03, Warrick County, Indiana",0.0113,0.0101,0.9633,0.0154,0.0251
"18173030704","Census Tract 307.04, Warrick County, Indiana",0.0225,0.0171,0.9422,0.0183,0.0164
"18173030705","Census Tract 307.05, Warrick County, Indiana",0.0818,0.0173,0.8894,0.0116,0.0335
"18173030800","Census Tract 308, Warrick County, Indiana",0.0273,0.0438,0.9262,0.0027,0.005
"18175967200","Census Tract 9672, Washington County, Indiana",0.0074,0,0.9844,0.0082,0.0216
"18175967300","Census Tract 9673, Washington County, Indiana",0,0,0.9734,0.0266,0.0194
"18175967400","Census Tract 9674, Washington County, Indiana",0.0091,0,0.9794,0.0115,0.0151
"18175967500","Census Tract 9675, Washington County, Indiana",0.0016,6e-04,0.9589,0.0388,0
"18175967600","Census Tract 9676, Washington County, Indiana",0,0.0056,0.9841,0.0103,0.0037
"18175967700","Census Tract 9677, Washington County, Indiana",0.0023,0,0.9885,0.0092,0.0148
"18177000200","Census Tract 2, Wayne County, Indiana",0,0.1077,0.8087,0.0836,0.0161
"18177000400","Census Tract 4, Wayne County, Indiana",0.01,0.056,0.9097,0.0243,0.033
"18177000500","Census Tract 5, Wayne County, Indiana",0,0.1234,0.7537,0.1229,0.1285
"18177000600","Census Tract 6, Wayne County, Indiana",0.0038,0.0448,0.9323,0.0191,0.0152
"18177000700","Census Tract 7, Wayne County, Indiana",0.0181,0.0237,0.9514,0.0068,0.0156
"18177000800","Census Tract 8, Wayne County, Indiana",0.0456,0.0853,0.8139,0.0552,0.0408
"18177000900","Census Tract 9, Wayne County, Indiana",0.0037,0.133,0.8506,0.0127,0.073
"18177001000","Census Tract 10, Wayne County, Indiana",0.0153,0.1208,0.7836,0.0803,0.0972
"18177001100","Census Tract 11, Wayne County, Indiana",0.0357,0.0448,0.8447,0.0749,0
"18177010100","Census Tract 101, Wayne County, Indiana",0,0.0095,0.9629,0.0276,0.0216
"18177010200","Census Tract 102, Wayne County, Indiana",0.0015,0.0111,0.9787,0.0086,0.0019
"18177010300","Census Tract 103, Wayne County, Indiana",0.0035,0,0.975,0.0215,0.018
"18177010400","Census Tract 104, Wayne County, Indiana",0,0.0027,0.9879,0.0094,0.0024
"18177010500","Census Tract 105, Wayne County, Indiana",0.0061,0.0019,0.9603,0.0316,0
"18177010600","Census Tract 106, Wayne County, Indiana",0,0.0028,0.9797,0.0174,0.0049
"18177010700","Census Tract 107, Wayne County, Indiana",0.0051,0,0.9747,0.0202,0.0043
"18177010800","Census Tract 108, Wayne County, Indiana",0,0.0143,0.9503,0.0354,0.0114
"18179040100","Census Tract 401, Wells County, Indiana",0.0024,0,0.9289,0.0687,0.0422
"18179040200","Census Tract 402, Wells County, Indiana",0.0026,0.0018,0.9815,0.0141,0.0133
"18179040300","Census Tract 403, Wells County, Indiana",0.009,0.0099,0.9806,5e-04,0.013
"18179040400","Census Tract 404, Wells County, Indiana",0,0.0069,0.9415,0.0516,0.0561
"18179040500","Census Tract 405, Wells County, Indiana",0.006,0.0034,0.9806,0.0101,0.0074
"18179040600","Census Tract 406, Wells County, Indiana",0,0.0335,0.9429,0.0236,0.0581
"18179040700","Census Tract 407, Wells County, Indiana",0.0097,0,0.965,0.0254,0.0141
"18181958100","Census Tract 9581, White County, Indiana",0,0,0.9625,0.0375,0.0201
"18181958200","Census Tract 9582, White County, Indiana",0,0.0035,0.7107,0.2858,0.3228
"18181958300","Census Tract 9583, White County, Indiana",0.0099,0.0081,0.9671,0.0149,0.009
"18181958400","Census Tract 9584, White County, Indiana",0,0.0103,0.9588,0.0309,0.0031
"18181958500","Census Tract 9585, White County, Indiana",0.0054,0.0111,0.9466,0.0368,0.032
"18181958600","Census Tract 9586, White County, Indiana",0,0.001,0.8744,0.1246,0.1258
"18181958700","Census Tract 9587, White County, Indiana",4e-04,0.0091,0.9248,0.0657,0.0629
"18181958800","Census Tract 9588, White County, Indiana",0.0039,0,0.9758,0.0203,0.0303
"18183050100","Census Tract 501, Whitley County, Indiana",0.0047,8e-04,0.976,0.0185,0.0475
"18183050200","Census Tract 502, Whitley County, Indiana",0.0123,0.002,0.9568,0.029,0.0042
"18183050300","Census Tract 503, Whitley County, Indiana",0.0067,0.0018,0.9597,0.0317,0.0279
"18183050400","Census Tract 504, Whitley County, Indiana",0.0028,0.0086,0.962,0.0266,0.008
"18183050500","Census Tract 505, Whitley County, Indiana",0,0.0072,0.9712,0.0216,0.0362
"18183050600","Census Tract 506, Whitley County, Indiana",0,0.0061,0.9846,0.0092,0.0113
"18183050700","Census Tract 507, Whitley County, Indiana",0,0,0.9895,0.0105,0
"0135802","ZCTA5 35802",0.0294,0.1527,0.7787,0.0392,0.031
"0299508","ZCTA5 99508",0.1347,0.0745,0.4334,0.3574,0.11
