"GEOID","NAME","percent_asian","percent_black","percent_white","percent_other","percent_latinx"
"48201542500","Census Tract 5425, Harris County, Texas",0.0205,0.0458,0.8702,0.0635,0.1558
"48201542600","Census Tract 5426, Harris County, Texas",0.0442,0.1079,0.7218,0.1262,0.352
"48201542700","Census Tract 5427, Harris County, Texas",0.0425,0.0662,0.8137,0.0776,0.2776
"48201542800","Census Tract 5428, Harris County, Texas",0.02,0.0233,0.8354,0.1212,0.376
"48201542900","Census Tract 5429, Harris County, Texas",0.0614,0.169,0.665,0.1046,0.3616
"48201543001","Census Tract 5430.01, Harris County, Texas",0.1406,0.2035,0.5874,0.0685,0.2267
"48201543002","Census Tract 5430.02, Harris County, Texas",0.1627,0.1637,0.615,0.0586,0.2114
"48201543003","Census Tract 5430.03, Harris County, Texas",0.0731,0.2248,0.5694,0.1327,0.5578
"48201543100","Census Tract 5431, Harris County, Texas",0.0051,0.0911,0.5844,0.3194,0.4712
"48201543200","Census Tract 5432, Harris County, Texas",0.1181,0.0606,0.7324,0.0889,0.3808
"48201550100","Census Tract 5501, Harris County, Texas",5e-04,0.5117,0.4163,0.0715,0.4689
"48201550200","Census Tract 5502, Harris County, Texas",0.0034,0.5339,0.3629,0.0997,0.3634
"48201550301","Census Tract 5503.01, Harris County, Texas",0,0.5755,0.3545,0.07,0.3487
"48201550302","Census Tract 5503.02, Harris County, Texas",0.0238,0.5604,0.2943,0.1215,0.2991
"48201550401","Census Tract 5504.01, Harris County, Texas",0.0754,0.4102,0.3484,0.166,0.4295
"48201550402","Census Tract 5504.02, Harris County, Texas",0.0715,0.6045,0.2084,0.1156,0.2826
"48201550500","Census Tract 5505, Harris County, Texas",0.1029,0.3188,0.4655,0.1127,0.5345
"48201550601","Census Tract 5506.01, Harris County, Texas",0.0743,0.2781,0.4918,0.1557,0.5855
"48201550602","Census Tract 5506.02, Harris County, Texas",0.0598,0.3379,0.5267,0.0755,0.5478
"48201550603","Census Tract 5506.03, Harris County, Texas",0.0629,0.2252,0.6364,0.0756,0.6937
"48201550700","Census Tract 5507, Harris County, Texas",0.0976,0.3552,0.4162,0.131,0.4602
"48201550800","Census Tract 5508, Harris County, Texas",0.0406,0.4324,0.4029,0.124,0.4602
"48201550900","Census Tract 5509, Harris County, Texas",0.1475,0.2039,0.4776,0.171,0.5494
"48201551000","Census Tract 5510, Harris County, Texas",0.0757,0.2118,0.5587,0.1538,0.641
"48201551100","Census Tract 5511, Harris County, Texas",0.1483,0.3592,0.2795,0.2129,0.4238
"48201551200","Census Tract 5512, Harris County, Texas",0.1205,0.1689,0.6032,0.1075,0.298
"48201551300","Census Tract 5513, Harris County, Texas",0.1986,0.2989,0.4684,0.0341,0.3001
"48201551400","Census Tract 5514, Harris County, Texas",0.1041,0.2128,0.5137,0.1695,0.3342
"48201551500","Census Tract 5515, Harris County, Texas",0.1658,0.3041,0.4088,0.1212,0.3534
"48201551600","Census Tract 5516, Harris County, Texas",0.0618,0.1514,0.6946,0.0921,0.472
"48201551701","Census Tract 5517.01, Harris County, Texas",0.122,0.1444,0.625,0.1085,0.2997
"48201551702","Census Tract 5517.02, Harris County, Texas",0.2314,0.0358,0.6803,0.0526,0.1984
"48201551703","Census Tract 5517.03, Harris County, Texas",0.2586,0.0836,0.545,0.1128,0.23
"48201551800","Census Tract 5518, Harris County, Texas",0.0428,0.0387,0.9057,0.0128,0.1347
"48201551900","Census Tract 5519, Harris County, Texas",0.0225,0.4228,0.4894,0.0653,0.2807
"48201552001","Census Tract 5520.01, Harris County, Texas",0.1515,0.1789,0.6202,0.0494,0.2757
"48201552002","Census Tract 5520.02, Harris County, Texas",0.119,0.2214,0.6137,0.0459,0.2334
"48201552101","Census Tract 5521.01, Harris County, Texas",0.0932,0.1735,0.6108,0.1226,0.3619
"48201552102","Census Tract 5521.02, Harris County, Texas",0.1216,0.0762,0.7702,0.0319,0.2708
"48201552103","Census Tract 5521.03, Harris County, Texas",0.0708,0.1668,0.707,0.0555,0.2471
"48201552200","Census Tract 5522, Harris County, Texas",0.1283,0.181,0.6296,0.0611,0.3705
"48201552301","Census Tract 5523.01, Harris County, Texas",0.0392,0.1433,0.7906,0.0269,0.1792
"48201552302","Census Tract 5523.02, Harris County, Texas",0.0963,0.2128,0.6373,0.0536,0.149
"48201552400","Census Tract 5524, Harris County, Texas",0.0843,0.2135,0.6377,0.0645,0.3461
"48201552500","Census Tract 5525, Harris County, Texas",0.1263,0.1481,0.6441,0.0815,0.4107
"48201552601","Census Tract 5526.01, Harris County, Texas",0.1363,0.4792,0.286,0.0985,0.1556
"48201552602","Census Tract 5526.02, Harris County, Texas",0.1221,0.1537,0.7035,0.0206,0.1874
"48201552700","Census Tract 5527, Harris County, Texas",0.0586,0.177,0.5994,0.1649,0.2882
"48201552800","Census Tract 5528, Harris County, Texas",0.0575,0.1996,0.6989,0.044,0.1162
"48201552900","Census Tract 5529, Harris County, Texas",0.028,0.2381,0.602,0.1318,0.2007
"48201553001","Census Tract 5530.01, Harris County, Texas",0.0972,0.1996,0.5402,0.163,0.2698
"48201553002","Census Tract 5530.02, Harris County, Texas",0.0908,0.1874,0.5926,0.1292,0.4349
"48201553100","Census Tract 5531, Harris County, Texas",0.0339,0.2251,0.5781,0.1629,0.4243
"48201553200","Census Tract 5532, Harris County, Texas",0.062,0.3288,0.49,0.1192,0.3221
"48201553300","Census Tract 5533, Harris County, Texas",0.0031,0.5755,0.287,0.1343,0.3023
"48201553401","Census Tract 5534.01, Harris County, Texas",0.0416,0.0621,0.8682,0.0281,0.143
"48201553402","Census Tract 5534.02, Harris County, Texas",0.0583,0.1637,0.679,0.099,0.249
"48201553403","Census Tract 5534.03, Harris County, Texas",0.1501,0.0922,0.7298,0.0279,0.259
"48201553500","Census Tract 5535, Harris County, Texas",0.0511,0.045,0.8116,0.0923,0.1853
"48201553600","Census Tract 5536, Harris County, Texas",0.0894,0.1528,0.6954,0.0624,0.1212
"48201553700","Census Tract 5537, Harris County, Texas",0.1133,0.1416,0.6515,0.0936,0.1901
"48201553801","Census Tract 5538.01, Harris County, Texas",0.023,0.0489,0.8251,0.1029,0.1828
"48201553802","Census Tract 5538.02, Harris County, Texas",0.1343,0.1138,0.6234,0.1284,0.2845
"48201553900","Census Tract 5539, Harris County, Texas",0.1327,0.0656,0.7597,0.0419,0.134
"48201554001","Census Tract 5540.01, Harris County, Texas",0.0824,0.1001,0.7366,0.0809,0.3118
"48201554002","Census Tract 5540.02, Harris County, Texas",0.0519,0.0376,0.8834,0.027,0.1233
"48201554101","Census Tract 5541.01, Harris County, Texas",0.0517,0.0413,0.8587,0.0482,0.1163
"48201554102","Census Tract 5541.02, Harris County, Texas",0.1294,0.1067,0.6738,0.0901,0.2082
"48201554200","Census Tract 5542, Harris County, Texas",0.0581,0.148,0.7378,0.0562,0.3021
"48201554301","Census Tract 5543.01, Harris County, Texas",0.0356,0.0989,0.8314,0.034,0.11
"48201554302","Census Tract 5543.02, Harris County, Texas",0.0808,0.2498,0.6448,0.0246,0.108
"48201554401","Census Tract 5544.01, Harris County, Texas",0.1227,0.0325,0.8045,0.0403,0.1433
"48201554402","Census Tract 5544.02, Harris County, Texas",0.0914,0.1134,0.741,0.0542,0.1976
"48201554403","Census Tract 5544.03, Harris County, Texas",0.1184,0.1336,0.6892,0.0587,0.2944
"48201554501","Census Tract 5545.01, Harris County, Texas",0.0526,0.0778,0.7675,0.1022,0.2389
"48201554502","Census Tract 5545.02, Harris County, Texas",0.0415,0.0309,0.8738,0.0538,0.1343
"48201554600","Census Tract 5546, Harris County, Texas",0.0211,0.03,0.9223,0.0266,0.1188
"48201554700","Census Tract 5547, Harris County, Texas",0.0826,0.0389,0.8484,0.0301,0.175
"48201554801","Census Tract 5548.01, Harris County, Texas",0.0798,0.1694,0.633,0.1178,0.327
"48201554802","Census Tract 5548.02, Harris County, Texas",0.1065,0.0968,0.7549,0.0418,0.1678
"48201554901","Census Tract 5549.01, Harris County, Texas",0.0576,0.1087,0.7092,0.1245,0.3713
"48201554902","Census Tract 5549.02, Harris County, Texas",0.0734,0.0808,0.7487,0.0971,0.2004
"48201554903","Census Tract 5549.03, Harris County, Texas",0.1146,0.0841,0.7031,0.0982,0.1913
"48201555000","Census Tract 5550, Harris County, Texas",0.0771,0.1111,0.661,0.1509,0.2792
"48201555100","Census Tract 5551, Harris County, Texas",0.0918,0.1463,0.6483,0.1136,0.2595
"48201555200","Census Tract 5552, Harris County, Texas",0.0402,0.1194,0.7467,0.0938,0.3648
"48201555301","Census Tract 5553.01, Harris County, Texas",0.0099,0.0351,0.9263,0.0288,0.317
"48201555302","Census Tract 5553.02, Harris County, Texas",0.079,0.0448,0.8002,0.0759,0.2378
"48201555303","Census Tract 5553.03, Harris County, Texas",0.0476,0.0928,0.7693,0.0903,0.2491
"48201555401","Census Tract 5554.01, Harris County, Texas",0.0013,0.1055,0.8495,0.0437,0.261
"48201555402","Census Tract 5554.02, Harris County, Texas",0.0094,0.0967,0.8781,0.0157,0.2724
"48201555501","Census Tract 5555.01, Harris County, Texas",0.0076,0.0594,0.831,0.102,0.3541
"48201555502","Census Tract 5555.02, Harris County, Texas",0.108,0.0565,0.7566,0.0789,0.1909
"48201555600","Census Tract 5556, Harris County, Texas",0.0409,0.0465,0.868,0.0446,0.2213
"48201555701","Census Tract 5557.01, Harris County, Texas",0.0619,0.1093,0.7862,0.0426,0.2194
"48201555702","Census Tract 5557.02, Harris County, Texas",0.0818,0.0762,0.7648,0.0773,0.162
"48201556000","Census Tract 5560, Harris County, Texas",0.0376,0.1534,0.6339,0.1751,0.4055
"48201980000","Census Tract 9800, Harris County, Texas",0,0,1,0,0
"48201980100","Census Tract 9801, Harris County, Texas",0,0.5318,0.42,0.0482,0.3699
"09001010101","Census Tract 101.01, Fairfield County, Connecticut",0.045,0.0318,0.9069,0.0164,0.0443
"09001010102","Census Tract 101.02, Fairfield County, Connecticut",0.0729,0.0138,0.8823,0.031,0.0593
"09001010201","Census Tract 102.01, Fairfield County, Connecticut",0.0729,0.0072,0.897,0.0229,0.1076
"09001010202","Census Tract 102.02, Fairfield County, Connecticut",0.1302,0.0054,0.8263,0.038,0.0732
"09001010300","Census Tract 103, Fairfield County, Connecticut",0.0653,0.0325,0.8743,0.0278,0.0513
"09001010400","Census Tract 104, Fairfield County, Connecticut",0.0597,0.0916,0.8101,0.0386,0.0436
"09001010500","Census Tract 105, Fairfield County, Connecticut",0.0692,0.0838,0.7709,0.076,0.2959
"09001010600","Census Tract 106, Fairfield County, Connecticut",0.0703,0.1368,0.7362,0.0567,0.0936
"09001010700","Census Tract 107, Fairfield County, Connecticut",0.0721,0.0843,0.7798,0.0638,0.1839
"09001010800","Census Tract 108, Fairfield County, Connecticut",0.0721,0.0017,0.8868,0.0394,0.1287
"09001010900","Census Tract 109, Fairfield County, Connecticut",0.1671,0.0367,0.7423,0.0539,0.1194
"09001011000","Census Tract 110, Fairfield County, Connecticut",0.0362,0.0065,0.906,0.0513,0.1241
"09001011100","Census Tract 111, Fairfield County, Connecticut",0.0781,0.0017,0.8991,0.021,0.1083
"09001011200","Census Tract 112, Fairfield County, Connecticut",0.0373,0.0012,0.8252,0.1364,0.1795
"09001011300","Census Tract 113, Fairfield County, Connecticut",0.0451,0.019,0.7406,0.1953,0.5205
"09001020100","Census Tract 201, Fairfield County, Connecticut",0.1286,0.216,0.5793,0.0762,0.1849
"09001020200","Census Tract 202, Fairfield County, Connecticut",0.0756,0.0316,0.8488,0.044,0.0485
"09001020300","Census Tract 203, Fairfield County, Connecticut",0.0392,0.0225,0.8977,0.0406,0.1021
"09001020400","Census Tract 204, Fairfield County, Connecticut",0.0985,0.0217,0.7968,0.083,0.1576
"09001020500","Census Tract 205, Fairfield County, Connecticut",0.0233,0.0475,0.867,0.0622,0.0749
"09001020600","Census Tract 206, Fairfield County, Connecticut",0.1439,0.0419,0.7696,0.0446,0.1168
"09001020700","Census Tract 207, Fairfield County, Connecticut",0.037,0.0304,0.8747,0.0579,0.1047
"09001020800","Census Tract 208, Fairfield County, Connecticut",0.0944,0.0207,0.8432,0.0417,0.0579
"09001020900","Census Tract 209, Fairfield County, Connecticut",0.0961,0.0769,0.7576,0.0695,0.2695
"09001021000","Census Tract 210, Fairfield County, Connecticut",0.0797,0.0751,0.8073,0.0379,0.08
"09001021100","Census Tract 211, Fairfield County, Connecticut",0.0821,0.1756,0.6791,0.0632,0.261
"09001021200","Census Tract 212, Fairfield County, Connecticut",0.09,0.0365,0.8093,0.0642,0.1651
"09001021300","Census Tract 213, Fairfield County, Connecticut",0.0759,0.1996,0.6273,0.0973,0.1952
"09001021400","Census Tract 214, Fairfield County, Connecticut",0.0686,0.2042,0.5864,0.1408,0.52
"09001021500","Census Tract 215, Fairfield County, Connecticut",0.0376,0.3688,0.2994,0.2943,0.5099
"09001021600","Census Tract 216, Fairfield County, Connecticut",0.307,0.1202,0.4084,0.1645,0.2039
"09001021700","Census Tract 217, Fairfield County, Connecticut",0.1623,0.2063,0.5323,0.0991,0.1927
"09001021801","Census Tract 218.01, Fairfield County, Connecticut",0.1454,0.0374,0.6687,0.1485,0.3135
"09001021802","Census Tract 218.02, Fairfield County, Connecticut",0.0666,0.153,0.4688,0.3116,0.5155
"09001021900","Census Tract 219, Fairfield County, Connecticut",0.044,0.1424,0.665,0.1486,0.3649
"09001022000","Census Tract 220, Fairfield County, Connecticut",0.0148,0.1294,0.7231,0.1328,0.3658
"09001022100","Census Tract 221, Fairfield County, Connecticut",0.0075,0.201,0.5068,0.2847,0.517
"09001022200","Census Tract 222, Fairfield County, Connecticut",0.0522,0.1658,0.5828,0.1991,0.3639
"09001022300","Census Tract 223, Fairfield County, Connecticut",0.0274,0.3847,0.4111,0.1769,0.4082
"09001022400","Census Tract 224, Fairfield County, Connecticut",0.0364,0.0033,0.9482,0.0121,0.0756
"09001030100","Census Tract 301, Fairfield County, Connecticut",0.0235,0.0091,0.966,0.0014,0.0599
"09001030200","Census Tract 302, Fairfield County, Connecticut",0.0648,0,0.9035,0.0317,0.0381
"09001030300","Census Tract 303, Fairfield County, Connecticut",0.0226,0.0093,0.9483,0.0198,0.0191
"09001030400","Census Tract 304, Fairfield County, Connecticut",0.0901,0.0129,0.8731,0.0239,0.0389
"09001030500","Census Tract 305, Fairfield County, Connecticut",0.0695,0.0099,0.8805,0.0402,0.0494
"09001035100","Census Tract 351, Fairfield County, Connecticut",0.0513,0.0287,0.8967,0.0233,0.0813
"09001035200","Census Tract 352, Fairfield County, Connecticut",0.038,0.0133,0.9383,0.0104,0.0494
"09001035300","Census Tract 353, Fairfield County, Connecticut",0.0861,0.0138,0.8795,0.0206,0.0466
"09001035400","Census Tract 354, Fairfield County, Connecticut",0.0279,6e-04,0.9393,0.0322,0.0182
"09001042500","Census Tract 425, Fairfield County, Connecticut",0.0211,0.0933,0.865,0.0206,0.0818
"09001042600","Census Tract 426, Fairfield County, Connecticut",0.0602,0.1281,0.7828,0.0289,0.1575
"09001042700","Census Tract 427, Fairfield County, Connecticut",0.0806,0.1077,0.7507,0.061,0.1514
"09001042800","Census Tract 428, Fairfield County, Connecticut",0.0694,0.0721,0.8317,0.0268,0.1652
"09001042900","Census Tract 429, Fairfield County, Connecticut",0.0039,0.0342,0.9355,0.0264,0.0677
"09001043000","Census Tract 430, Fairfield County, Connecticut",0.0234,0.0878,0.7986,0.0902,0.2382
"09001043100","Census Tract 431, Fairfield County, Connecticut",0.0872,0.079,0.7392,0.0946,0.1255
"09001043200","Census Tract 432, Fairfield County, Connecticut",0.058,0.1659,0.7137,0.0624,0.3132
"09001043300","Census Tract 433, Fairfield County, Connecticut",0.0826,0.187,0.6423,0.0881,0.3308
"09001043400","Census Tract 434, Fairfield County, Connecticut",0.1528,0.1012,0.681,0.065,0.3111
"09001043500","Census Tract 435, Fairfield County, Connecticut",0.0193,0.0923,0.8629,0.0254,0.1695
"09001043600","Census Tract 436, Fairfield County, Connecticut",0.0762,0.1391,0.7247,0.06,0.1323
"09001043700","Census Tract 437, Fairfield County, Connecticut",0.0598,0.1558,0.6822,0.1022,0.3818
"09001043800","Census Tract 438, Fairfield County, Connecticut",0.0723,0.1631,0.6519,0.1127,0.4196
"09001043900","Census Tract 439, Fairfield County, Connecticut",0.1036,0.1148,0.6655,0.1162,0.3287
"09001044000","Census Tract 440, Fairfield County, Connecticut",0.0182,0.1797,0.6885,0.1135,0.5065
"09001044100","Census Tract 441, Fairfield County, Connecticut",0.0341,0.2518,0.6138,0.1004,0.3695
"09001044200","Census Tract 442, Fairfield County, Connecticut",0.0434,0.1757,0.6782,0.1027,0.3436
"09001044300","Census Tract 443, Fairfield County, Connecticut",0.0334,0.0933,0.8186,0.0547,0.2303
"09001044400","Census Tract 444, Fairfield County, Connecticut",0.005,0.3225,0.5831,0.0893,0.3646
"09001044500","Census Tract 445, Fairfield County, Connecticut",0,0.4424,0.4853,0.0723,0.5255
"09001044600","Census Tract 446, Fairfield County, Connecticut",0.016,0.0032,0.9646,0.0163,0.0525
"09001045101","Census Tract 451.01, Fairfield County, Connecticut",0.0834,0.0047,0.8954,0.0166,0.0166
"09001045102","Census Tract 451.02, Fairfield County, Connecticut",0.0726,0.0071,0.8983,0.022,0.0628
"09001045200","Census Tract 452, Fairfield County, Connecticut",0.0665,0.0125,0.8896,0.0314,0.0355
"09001045300","Census Tract 453, Fairfield County, Connecticut",0.0838,0.0064,0.8705,0.0393,0.0111
"09001045400","Census Tract 454, Fairfield County, Connecticut",0.1163,0.0168,0.8481,0.0187,0.0293
"09001050100","Census Tract 501, Fairfield County, Connecticut",0.0721,0.0022,0.9163,0.0094,0.0176
"09001050200","Census Tract 502, Fairfield County, Connecticut",0.0919,0.0052,0.8562,0.0467,0.0537
"09001050300","Census Tract 503, Fairfield County, Connecticut",0.0628,6e-04,0.8995,0.0371,0.0791
"09001050400","Census Tract 504, Fairfield County, Connecticut",0.0656,0.014,0.8906,0.0298,0.0264
"09001050500","Census Tract 505, Fairfield County, Connecticut",0.0398,0.0393,0.9028,0.0181,0.0177
"09001050600","Census Tract 506, Fairfield County, Connecticut",0.0335,0.0094,0.8966,0.0605,0.0344
"09001055100","Census Tract 551, Fairfield County, Connecticut",0.0512,0.0158,0.8441,0.0889,0.084
"09001055200","Census Tract 552, Fairfield County, Connecticut",0.0191,0.0223,0.9307,0.0278,0.038
"09001060100","Census Tract 601, Fairfield County, Connecticut",0.0208,0.0555,0.8672,0.0564,0.0705
"09001060200","Census Tract 602, Fairfield County, Connecticut",0.0454,0.0112,0.889,0.0543,0.0853
"09001060300","Census Tract 603, Fairfield County, Connecticut",0.0432,0,0.9464,0.0104,0.0099
"09001060400","Census Tract 604, Fairfield County, Connecticut",0.0186,0.0062,0.9535,0.0217,0.0235
"09001060500","Census Tract 605, Fairfield County, Connecticut",0.0319,0.0152,0.937,0.0159,0.0286
"09001060600","Census Tract 606, Fairfield County, Connecticut",0.0139,0.016,0.9423,0.0278,0.098
"09001060700","Census Tract 607, Fairfield County, Connecticut",0.0343,0.035,0.8994,0.0313,0.0482
"09001060800","Census Tract 608, Fairfield County, Connecticut",0.0266,0.0133,0.9246,0.0356,0.0346
"09001060900","Census Tract 609, Fairfield County, Connecticut",0.0272,0.0253,0.929,0.0185,0.0347
"09001061000","Census Tract 610, Fairfield County, Connecticut",0.0694,0.0381,0.8437,0.0489,0.0725
"09001061100","Census Tract 611, Fairfield County, Connecticut",0.0182,0.0122,0.9433,0.0263,0.0487
"09001061200","Census Tract 612, Fairfield County, Connecticut",0.1717,0.0315,0.7077,0.0891,0.1601
"09001061300","Census Tract 613, Fairfield County, Connecticut",0.1393,0.0093,0.8276,0.0238,0.1682
"09001061400","Census Tract 614, Fairfield County, Connecticut",0.087,0.0477,0.71,0.1552,0.2092
"09001061500","Census Tract 615, Fairfield County, Connecticut",0.0203,0.0128,0.848,0.1189,0.0397
"09001061600","Census Tract 616, Fairfield County, Connecticut",0.0196,0,0.95,0.0304,0.059
"09001070100","Census Tract 701, Fairfield County, Connecticut",0.0364,0.066,0.8051,0.0924,0.1448
"09001070200","Census Tract 702, Fairfield County, Connecticut",0.0198,0.4371,0.4003,0.1428,0.326
"09001070300","Census Tract 703, Fairfield County, Connecticut",0,0.3761,0.469,0.1549,0.6347
"09001070400","Census Tract 704, Fairfield County, Connecticut",0.1149,0.2196,0.5304,0.1351,0.2419
"09001070500","Census Tract 705, Fairfield County, Connecticut",0.1024,0.29,0.4108,0.1968,0.4108
"09001070600","Census Tract 706, Fairfield County, Connecticut",0.0501,0.3564,0.4448,0.1487,0.4319
"09001070900","Census Tract 709, Fairfield County, Connecticut",0.0253,0.4037,0.2859,0.2852,0.5225
"09001071000","Census Tract 710, Fairfield County, Connecticut",0.0696,0.3355,0.3259,0.269,0.547
"09001071100","Census Tract 711, Fairfield County, Connecticut",0.0407,0.4238,0.3337,0.2019,0.4669
"09001071200","Census Tract 712, Fairfield County, Connecticut",0.1284,0.3903,0.3215,0.1598,0.4679
"09001071300","Census Tract 713, Fairfield County, Connecticut",0,0.4479,0.3109,0.2412,0.4357
"09001071400","Census Tract 714, Fairfield County, Connecticut",0.0088,0.2618,0.4692,0.2602,0.5011
"09001071600","Census Tract 716, Fairfield County, Connecticut",0,0.397,0.3959,0.2071,0.5267
"09001071900","Census Tract 719, Fairfield County, Connecticut",0.0087,0.37,0.368,0.2534,0.33
"09001072000","Census Tract 720, Fairfield County, Connecticut",0.1001,0.4011,0.3914,0.1074,0.334
"09001072100","Census Tract 721, Fairfield County, Connecticut",0.0657,0.1897,0.6068,0.1378,0.3538
"09001072200","Census Tract 722, Fairfield County, Connecticut",0.0528,0.1977,0.6341,0.1153,0.2217
"09001072300","Census Tract 723, Fairfield County, Connecticut",0.0133,0.3046,0.4591,0.2229,0.3707
"09001072400","Census Tract 724, Fairfield County, Connecticut",0.0076,0.3368,0.3626,0.2931,0.4935
"09001072500","Census Tract 725, Fairfield County, Connecticut",0.0794,0.2753,0.541,0.1044,0.2999
"09001072600","Census Tract 726, Fairfield County, Connecticut",0.0131,0.2601,0.6698,0.057,0.188
"09001072700","Census Tract 727, Fairfield County, Connecticut",0.0142,0.367,0.4618,0.1571,0.2658
"09001072800","Census Tract 728, Fairfield County, Connecticut",0,0.4718,0.2591,0.2691,0.3964
"09001072900","Census Tract 729, Fairfield County, Connecticut",0.073,0.531,0.273,0.123,0.247
"09001073000","Census Tract 730, Fairfield County, Connecticut",0.0247,0.4097,0.4358,0.1298,0.4097
"09001073100","Census Tract 731, Fairfield County, Connecticut",0.0227,0.2807,0.4419,0.2547,0.4076
"09001073200","Census Tract 732, Fairfield County, Connecticut",0.0597,0.1725,0.6059,0.1618,0.5833
"09001073300","Census Tract 733, Fairfield County, Connecticut",0.0118,0.4574,0.3125,0.2183,0.4638
"09001073400","Census Tract 734, Fairfield County, Connecticut",0.0124,0.3265,0.328,0.3332,0.5809
"09001073500","Census Tract 735, Fairfield County, Connecticut",0.0026,0.373,0.2765,0.3479,0.5941
"09001073600","Census Tract 736, Fairfield County, Connecticut",0.0252,0.2431,0.3632,0.3686,0.6822
"09001073700","Census Tract 737, Fairfield County, Connecticut",0.0048,0.4448,0.3555,0.1949,0.5065
"09001073800","Census Tract 738, Fairfield County, Connecticut",0,0.3321,0.2492,0.4187,0.631
"09001073900","Census Tract 739, Fairfield County, Connecticut",0.0178,0.4124,0.2141,0.3556,0.5568
"09001074000","Census Tract 740, Fairfield County, Connecticut",0.0243,0.2733,0.3528,0.3496,0.6823
"09001074300","Census Tract 743, Fairfield County, Connecticut",0.0255,0.5127,0.1308,0.3311,0.4528
"09001074400","Census Tract 744, Fairfield County, Connecticut",0.0419,0.4815,0.1623,0.3144,0.4065
"09001080100","Census Tract 801, Fairfield County, Connecticut",0.0868,0.1848,0.6044,0.124,0.3475
"09001080200","Census Tract 802, Fairfield County, Connecticut",0.0068,0.3082,0.5367,0.1483,0.3305
"09001080400","Census Tract 804, Fairfield County, Connecticut",0.0092,0.5744,0.2929,0.1236,0.2623
"09001080500","Census Tract 805, Fairfield County, Connecticut",0.0261,0.0083,0.9581,0.0076,0.0165
"09001080600","Census Tract 806, Fairfield County, Connecticut",0.0152,0.1657,0.7491,0.0701,0.2392
"09001080700","Census Tract 807, Fairfield County, Connecticut",0.0125,0.137,0.8204,0.0301,0.0743
"09001080800","Census Tract 808, Fairfield County, Connecticut",0.0064,0.0976,0.8344,0.0616,0.1053
"09001080900","Census Tract 809, Fairfield County, Connecticut",0.0044,0.1029,0.7916,0.1011,0.2054
"09001081000","Census Tract 810, Fairfield County, Connecticut",0.0288,0.096,0.8148,0.0604,0.1336
"09001081100","Census Tract 811, Fairfield County, Connecticut",0,0.0343,0.9274,0.0382,0.0992
"09001081200","Census Tract 812, Fairfield County, Connecticut",0.0202,0.0678,0.8409,0.0711,0.1261
"09001081300","Census Tract 813, Fairfield County, Connecticut",0.054,0.0257,0.8659,0.0544,0.1022
"09001090100","Census Tract 901, Fairfield County, Connecticut",0.0467,0.0137,0.9328,0.0068,0.0461
"09001090200","Census Tract 902, Fairfield County, Connecticut",0.0797,0.0486,0.8452,0.0265,0.0628
"09001090300","Census Tract 903, Fairfield County, Connecticut",0.039,0.0052,0.9174,0.0384,0.0943
"09001090400","Census Tract 904, Fairfield County, Connecticut",0.0804,0.1003,0.7275,0.0917,0.094
"09001090500","Census Tract 905, Fairfield County, Connecticut",0.0586,0.0263,0.859,0.0561,0.0492
"09001090600","Census Tract 906, Fairfield County, Connecticut",0.0291,0.0669,0.8761,0.0279,0.0509
"09001090700","Census Tract 907, Fairfield County, Connecticut",0.0887,0.0355,0.8328,0.043,0.0787
"09001100100","Census Tract 1001, Fairfield County, Connecticut",0.0716,0.0072,0.8978,0.0233,0.0736
"09001100200","Census Tract 1002, Fairfield County, Connecticut",0.0463,0.0228,0.8761,0.0547,0.0397
"09001100300","Census Tract 1003, Fairfield County, Connecticut",0.0225,0.0182,0.916,0.0433,0.0891
"09001105100","Census Tract 1051, Fairfield County, Connecticut",0.0175,0,0.9757,0.0068,0.0243
"09001105200","Census Tract 1052, Fairfield County, Connecticut",0.0197,3e-04,0.9285,0.0515,0.0521
"09001110100","Census Tract 1101, Fairfield County, Connecticut",0.0734,0.0409,0.8519,0.0338,0.1662
"09001110201","Census Tract 1102.01, Fairfield County, Connecticut",0.0614,0.0097,0.8534,0.0755,0.1097
"09001110202","Census Tract 1102.02, Fairfield County, Connecticut",0.028,0.0393,0.9054,0.0273,0.0576
"09001110301","Census Tract 1103.01, Fairfield County, Connecticut",0.0515,0.0188,0.8709,0.0588,0.1014
"09001110302","Census Tract 1103.02, Fairfield County, Connecticut",0.0762,0.0335,0.8608,0.0296,0.0738
"09001110400","Census Tract 1104, Fairfield County, Connecticut",0.0143,0.0081,0.9269,0.0507,0.0526
"09001110500","Census Tract 1105, Fairfield County, Connecticut",0.0145,0.0199,0.9513,0.0143,0.0557
"09001110600","Census Tract 1106, Fairfield County, Connecticut",0.048,0.0073,0.9076,0.0371,0.1043
"09001200100","Census Tract 2001, Fairfield County, Connecticut",0.0706,0.0106,0.816,0.1028,0.1356
"09001200200","Census Tract 2002, Fairfield County, Connecticut",0.1072,0.1022,0.74,0.0505,0.0701
"09001200301","Census Tract 2003.01, Fairfield County, Connecticut",0.0846,0.0101,0.8606,0.0447,0.0919
"09001200302","Census Tract 2003.02, Fairfield County, Connecticut",0.0082,0.0287,0.9361,0.027,0.0278
"09001205100","Census Tract 2051, Fairfield County, Connecticut",0.0434,0.0163,0.9033,0.0369,0.0465
"09001205200","Census Tract 2052, Fairfield County, Connecticut",0.0353,0,0.9507,0.014,0.0523
"09001205300","Census Tract 2053, Fairfield County, Connecticut",0.0797,0.0248,0.8265,0.069,0.0879
